orderIndex,title,slug,difficulty,category,leetcodeUrl
448,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,EASY,BIT_MANIPULATION,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero/
449,Sum of Two Integers,sum-of-two-integers,MEDIUM,BIT_MANIPULATION,https://leetcode.com/problems/sum-of-two-integers/
450,Evaluate Boolean Binary Tree,evaluate-boolean-binary-tree,EASY,TREE,https://leetcode.com/problems/evaluate-boolean-binary-tree/
451,Binary Subarrays With Sum,binary-subarrays-with-sum,MEDIUM,SLIDING_WINDOW,https://leetcode.com/problems/binary-subarrays-with-sum/
452,Subarrays with K Different Integers,subarrays-with-k-different-integers,HARD,SLIDING_WINDOW,https://leetcode.com/problems/subarrays-with-k-different-integers/
453,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,HARD,SLIDING_WINDOW,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/
454,Maximum Width Ramp,maximum-width-ramp,MEDIUM,STACK,https://leetcode.com/problems/maximum-width-ramp/
455,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,MEDIUM,TREE,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree/
456,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,MEDIUM,TREE,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/
457,Cousins in Binary Tree II,cousins-in-binary-tree-ii,MEDIUM,TREE,https://leetcode.com/problems/cousins-in-binary-tree-ii/
458,132 Pattern,132-pattern,MEDIUM,STACK,https://leetcode.com/problems/132-pattern/
459,Maximal Rectangle,maximal-rectangle,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/maximal-rectangle/
460,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,HARD,TREE,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/
461,Diagonal Traverse,diagonal-traverse,MEDIUM,ARRAY,https://leetcode.com/problems/diagonal-traverse/
462,Toeplitz Matrix,toeplitz-matrix,EASY,ARRAY,https://leetcode.com/problems/toeplitz-matrix/
463,Reshape the Matrix,reshape-the-matrix,EASY,ARRAY,https://leetcode.com/problems/reshape-the-matrix/
464,Spiral Matrix II,spiral-matrix-ii,MEDIUM,ARRAY,https://leetcode.com/problems/spiral-matrix-ii/
465,Kth Missing Positive Number,kth-missing-positive-number,EASY,BINARY_SEARCH,https://leetcode.com/problems/kth-missing-positive-number/
466,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,MEDIUM,BINARY_SEARCH,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/
467,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,MEDIUM,BINARY_SEARCH,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/
468,Magnetic Force Between Two Balls,magnetic-force-between-two-balls,MEDIUM,BINARY_SEARCH,https://leetcode.com/problems/magnetic-force-between-two-balls/
469,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,MEDIUM,TREE,https://leetcode.com/problems/delete-leaves-with-a-given-value/
470,Bag of Tokens,bag-of-tokens,MEDIUM,GREEDY,https://leetcode.com/problems/bag-of-tokens/
471,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,MEDIUM,GRAPH,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/
472,Number of Ways to Arrive at Destination,number-of-ways-to-arrive-at-destination,MEDIUM,GRAPH,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/
473,Count Unreachable Pairs of Nodes in an Undirected Graph,count-unreachable-pairs-of-nodes-in-an-undirected-graph,MEDIUM,GRAPH,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph/
474,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,HARD,GRAPH,https://leetcode.com/problems/shortest-path-visiting-all-nodes/
475,Parallel Courses,parallel-courses,MEDIUM,GRAPH,https://leetcode.com/problems/parallel-courses/
476,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village,HARD,GRAPH,https://leetcode.com/problems/optimize-water-distribution-in-a-village/
477,Minimum Fuel Cost to Report to the Capital,minimum-fuel-cost-to-report-to-the-capital,MEDIUM,GRAPH,https://leetcode.com/problems/minimum-fuel-cost-to-report-to-the-capital/
478,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/maximum-length-of-repeated-subarray/
479,Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/
480,Maximum Height by Stacking Cuboids,maximum-height-by-stacking-cuboids,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/maximum-height-by-stacking-cuboids/
481,Shortest Common Supersequence,shortest-common-supersequence,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/shortest-common-supersequence/
482,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/
483,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/
484,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/
485,Palindrome Removal,palindrome-removal,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/palindrome-removal/
486,Number of Dice Rolls With Target Sum,number-of-dice-rolls-with-target-sum,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/
487,Knight Probability in Chessboard,knight-probability-in-chessboard,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/knight-probability-in-chessboard/
488,Soup Servings,soup-servings,MEDIUM,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/soup-servings/
489,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,HARD,DYNAMIC_PROGRAMMING,https://leetcode.com/problems/minimum-cost-to-merge-stones/
490,Valid Number,valid-number,HARD,STRING,https://leetcode.com/problems/valid-number/
491,Simplify Path,simplify-path,MEDIUM,STACK,https://leetcode.com/problems/simplify-path/
492,Basic Calculator,basic-calculator,HARD,STACK,https://leetcode.com/problems/basic-calculator/
493,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,HARD,GRAPH,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph/
494,Exclusive Time of Functions,exclusive-time-of-functions,MEDIUM,STACK,https://leetcode.com/problems/exclusive-time-of-functions/
495,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,MEDIUM,GRAPH,https://leetcode.com/problems/shortest-path-with-alternating-colors/
496,Sum of Subarray Ranges,sum-of-subarray-ranges,MEDIUM,STACK,https://leetcode.com/problems/sum-of-subarray-ranges/
497,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,MEDIUM,HEAP,https://leetcode.com/problems/minimum-cost-to-connect-sticks/
498,Single Number II,single-number-ii,MEDIUM,BIT_MANIPULATION,https://leetcode.com/problems/single-number-ii/
499,Fraction to Recurring Decimal,fraction-to-recurring-decimal,MEDIUM,MATH,https://leetcode.com/problems/fraction-to-recurring-decimal/
500,XOR Queries of a Subarray,xor-queries-of-a-subarray,MEDIUM,BIT_MANIPULATION,https://leetcode.com/problems/xor-queries-of-a-subarray/
